item_id,order_id,product_id,product_name,category,quantity,unit_price,line_total,sku
ITM2257605,ORD402418,PROD4552,me_prod4552,Toys,4,384.8,1539.2,
ITM2032394,ORD402418,PROD7292,TIME_PROD7292,Electronics,1,465.13,465.13,SKU-47980
ITM1469376,ORD754096,PROD6813,GIVE_PROD6813,Home & Garden,1,118.41,118.41,
ITM2631680,ORD754096,PROD5815,public_prod5815,Clothing,3,312.05,936.15,SKU-84075
ITM4218530,ORD327882,PROD6263,practice_PROD6263,Home & Garden,2,99.12,198.24,SKU-55994
ITM7011377,ORD152326,PROD3560,mother_PROD3560,Clothing,2,356.14,712.28,SKU-20344
ITM5924723,ORD152326,PROD2703,may_PROD2703,Sports,2,276.84,553.68,SKU-38723
ITM6501969,ORD152326,PROD3858,SON_PROD3858,,4,106.3,425.2,SKU-75614
ITM6433369,ORD847841,PROD7682,WOMAN_PROD7682,Home & Garden,1,207.59,207.59,SKU-63170
ITM9568586,ORD847841,PROD5486,heart_PROD5486,electronics,4,305.52,1222.08,SKU-74441
ITM8196632,ORD596162,PROD6413,degree_PROD6413,,5,483.03,2415.15,SKU-43655
ITM5278214,ORD596162,PROD4566,take_prod4566,Books,1,348.95,348.95,SKU-75826
ITM5399518,ORD596162,PROD5103,property_PROD5103,Clothing,5,35.67,178.35,SKU-72166
ITM2921302,ORD596162,PROD6072,wear_PROD6072,ELECTRONICS,4,460.73,1842.92,SKU-11716
ITM2259332,ORD416693,PROD2249,TRADE_PROD2249,electronics,5,207.25,1036.25,
ITM2219832,ORD416693,PROD9959,able_PROD9959,Toys,5,349.06,1745.3,SKU-24750
ITM2859107,ORD416693,PROD1720,AUTHOR_PROD1720,Home & Garden,3,256.78,770.34,SKU-43163
ITM5282661,ORD416693,PROD6176,after_PROD6176,Books,2,422.32,844.64,SKU-27547
ITM2499676,ORD242282,PROD2053,within_PROD2053,Electronics,5,169.25,846.25,SKU-57482
ITM3212182,ORD494228,PROD7586,necessary_PROD7586,electronics,3,265.04,795.12,SKU-56753
ITM2484919,ORD494228,PROD5915,second_PROD5915,Electronics,4,439.58,1758.32,
ITM9596381,ORD591130,PROD9882,IMPROVE_PROD9882,Sports,5,459.8,2299.0,SKU-23999
ITM6172432,ORD591130,PROD4931,skin_PROD4931,,4,86.95,347.8,SKU-66310
ITM4186100,ORD591130,PROD2280,FORGET_PROD2280,,3,180.73,542.19,SKU-15885
ITM9258597,ORD591130,PROD4290,TAX_PROD4290,electronics,2,431.53,863.06,SKU-89626
ITM1684129,ORD192724,PROD4880,class_PROD4880,electronics,4,228.4,913.6,
ITM3852151,ORD192724,PROD6226,somebody_prod6226,,2,491.96,983.92,SKU-53279
ITM6262769,ORD192724,PROD2872,LEARN_PROD2872,Home & Garden,3,314.75,944.25,
ITM1335601,ORD192724,PROD9108,list_prod9108,ELECTRONICS,3,218.63,655.89,SKU-70044
ITM9753154,ORD192724,PROD9788,for_PROD9788,electronics,1,484.36,484.36,SKU-16156
ITM8369093,ORD156136,PROD7189,NOR_PROD7189,Books,1,489.86,489.86,SKU-80175
ITM8770482,ORD979962,PROD1738,become_prod1738,Toys,3,115.54,346.62,SKU-63277
ITM9028095,ORD692910,PROD5089,EVERYBODY_PROD5089,Sports,2,444.61,889.22,SKU-73681
ITM1127165,ORD641342,PROD3883,option_prod3883,ELECTRONICS,5,111.28,556.4,SKU-13729
ITM7052731,ORD641342,PROD8466,AGO_PROD8466,Sports,1,62.35,62.35,SKU-60389
ITM7477274,ORD758756,PROD9559,PLAY_PROD9559,,2,136.23,272.46,SKU-95684
ITM5455111,ORD758756,PROD3787,tree_prod3787,Home & Garden,4,370.46,1481.84,SKU-10391
ITM7764881,ORD758756,PROD9293,BOY_PROD9293,,5,469.02,2345.1,SKU-41354
ITM3441994,ORD758756,PROD2152,ABOVE_PROD2152,Clothing,5,414.75,2073.75,SKU-14136
ITM5662680,ORD758756,PROD5871,believe_PROD5871,Home & Garden,2,304.47,608.94,SKU-79729
ITM6810206,ORD100037,PROD7820,wall_prod7820,Home & Garden,3,375.3,1125.9,SKU-43843
ITM1415971,ORD100037,PROD6066,today_PROD6066,electronics,3,52.79,158.37,SKU-96527
ITM7485867,ORD509693,PROD5715,police_PROD5715,Clothing,1,31.3,31.3,SKU-12080
ITM5316052,ORD509693,PROD8220,DO_PROD8220,Electronics,3,62.8,188.4,SKU-98216
ITM7621224,ORD509693,PROD1351,former_PROD1351,,3,379.77,1139.31,SKU-64890
ITM1107963,ORD961600,PROD3158,throughout_prod3158,Electronics,5,52.91,264.55,SKU-76440
ITM9423304,ORD248568,PROD1191,Democrat_PROD1191,Toys,4,141.38,565.52,SKU-12336
ITM8460426,ORD799961,PROD8568,admit_prod8568,Sports,2,418.12,836.24,SKU-39582
ITM5678836,ORD799961,PROD6162,receive_PROD6162,electronics,5,394.4,1972.0,SKU-14692
ITM1751743,ORD799961,PROD9670,dark_prod9670,,3,164.69,494.07,SKU-48169
ITM7524300,ORD537147,PROD6736,TIME_PROD6736,ELECTRONICS,1,250.69,250.69,SKU-28740
ITM8401143,ORD537147,PROD2067,movie_prod2067,electronics,5,163.47,817.35,SKU-77269
ITM8028830,ORD537147,PROD8705,hundred_PROD8705,Toys,1,218.0,218.0,SKU-13551
ITM2135789,ORD537147,PROD8160,watch_prod8160,Toys,3,438.86,1316.58,SKU-38674
ITM3249398,ORD135739,PROD6343,style_prod6343,Clothing,5,294.59,1472.95,SKU-21804
ITM4827193,ORD858188,PROD1297,beat_PROD1297,Sports,1,484.33,484.33,SKU-58758
ITM7559166,ORD858188,PROD2885,THAN_PROD2885,,3,375.01,1125.03,SKU-41400
ITM1128277,ORD858188,PROD6629,DESPITE_PROD6629,Toys,5,44.74,223.7,SKU-31664
ITM5733314,ORD840530,PROD1054,method_PROD1054,electronics,3,192.09,576.27,
ITM2091897,ORD581801,PROD6694,question_PROD6694,,5,397.52,1987.6,SKU-29466
ITM8230898,ORD581801,PROD6312,soldier_PROD6312,Home & Garden,2,495.49,990.98,SKU-97830
ITM2289344,ORD494812,PROD2175,data_PROD2175,Clothing,5,184.73,923.65,SKU-49428
ITM4402432,ORD494812,PROD7304,similar_PROD7304,Sports,1,37.47,37.47,SKU-78890
ITM2334419,ORD494812,PROD3137,fire_PROD3137,electronics,3,408.18,1224.54,SKU-95519
ITM5028767,ORD831663,PROD4478,JOIN_PROD4478,Sports,5,13.51,67.55,
ITM4941094,ORD831663,PROD3616,USE_PROD3616,Books,5,303.03,1515.15,SKU-39777
ITM8852375,ORD993419,PROD8563,ORDER_PROD8563,Home & Garden,3,372.28,1116.84,SKU-12835
ITM6167749,ORD993419,PROD7061,always_prod7061,,2,67.56,135.12,SKU-10815
ITM4238638,ORD909231,PROD9114,site_PROD9114,Clothing,4,152.96,611.84,SKU-13056
ITM9598888,ORD909231,PROD5168,nice_PROD5168,Books,3,358.48,1075.44,SKU-91481
ITM5288766,ORD909231,PROD3052,future_PROD3052,Home & Garden,2,499.05,998.1,SKU-40808
ITM7577325,ORD164934,PROD4320,their_prod4320,electronics,2,161.07,322.14,SKU-34874
ITM4582920,ORD164934,PROD1176,COURT_PROD1176,Clothing,3,404.53,1213.59,SKU-26232
ITM5095774,ORD164934,PROD9071,ok_prod9071,Toys,2,349.77,699.54,SKU-91325
ITM1907969,ORD282522,PROD9382,at_PROD9382,Books,2,66.73,133.46,SKU-33058
ITM3547369,ORD558767,PROD2251,purpose_PROD2251,,1,260.7,260.7,SKU-96853
ITM1819237,ORD558767,PROD9312,agreement_PROD9312,Clothing,4,110.56,442.24,
ITM2060677,ORD558767,PROD4084,NATURAL_PROD4084,,5,304.34,1521.7,SKU-65412
ITM1352392,ORD710384,PROD3649,RULE_PROD3649,ELECTRONICS,1,412.24,412.24,SKU-63348
ITM9497062,ORD710384,PROD2937,center_prod2937,,5,121.93,609.65,SKU-81085
ITM5163186,ORD912002,PROD7049,SEVEN_PROD7049,,5,9.14,45.7,SKU-69232
ITM9153352,ORD912002,PROD8137,piece_prod8137,,5,206.89,1034.45,SKU-46631
ITM5759819,ORD299372,PROD7860,PLANT_PROD7860,Books,3,464.4,1393.2,SKU-79421
ITM7401920,ORD940534,PROD5453,SIX_PROD5453,ELECTRONICS,5,346.83,1734.15,SKU-71839
ITM1491256,ORD940534,PROD3379,community_prod3379,Home & Garden,5,244.86,1224.3,SKU-30047
ITM5422714,ORD205814,PROD1605,EFFORT_PROD1605,,1,196.5,196.5,SKU-37150
ITM7738777,ORD509391,PROD4116,MODEL_PROD4116,Sports,5,171.25,856.25,SKU-76780
ITM7294613,ORD509391,PROD7825,all_PROD7825,Clothing,5,57.81,289.05,SKU-80618
ITM5230329,ORD509391,PROD6576,SPACE_PROD6576,Clothing,3,213.58,640.74,SKU-32591
ITM7989275,ORD518612,PROD4113,family_PROD4113,,2,342.77,685.54,SKU-19395
ITM8951554,ORD518612,PROD6887,MORNING_PROD6887,Home & Garden,5,403.57,2017.85,SKU-65563
ITM7526122,ORD133842,PROD7113,economic_PROD7113,,5,467.5,2337.5,SKU-55924
ITM8895262,ORD347062,PROD3013,couple_PROD3013,Home & Garden,1,195.15,195.15,SKU-33055
ITM3797651,ORD347062,PROD4507,none_prod4507,Electronics,3,457.95,1373.85,SKU-55974
ITM9741277,ORD347062,PROD6484,FRONT_PROD6484,Books,3,444.69,1334.07,
ITM6048192,ORD347062,PROD5730,imagine_prod5730,,2,401.94,803.88,SKU-47712
ITM9956007,ORD174200,PROD7470,produce_prod7470,Toys,1,250.39,250.39,SKU-67827
ITM7755441,ORD858466,PROD9573,improve_prod9573,,2,110.73,221.46,SKU-11557
ITM1609047,ORD858466,PROD9310,have_PROD9310,Electronics,5,471.83,2359.15,SKU-56554
ITM1587782,ORD122484,PROD8621,four_prod8621,Clothing,4,221.61,886.44,SKU-10850
ITM8658638,ORD122484,PROD1879,my_PROD1879,Clothing,3,395.77,1187.31,SKU-48139
ITM4814257,ORD122484,PROD2461,degree_prod2461,Home & Garden,4,487.68,1950.72,SKU-65360
ITM4759263,ORD122484,PROD2582,HOTEL_PROD2582,Home & Garden,5,181.31,906.55,
ITM3437183,ORD679334,PROD7409,lead_prod7409,,1,29.05,29.05,SKU-29945
ITM7394020,ORD679334,PROD4400,mouth_prod4400,,2,46.45,92.9,SKU-92176
ITM6644374,ORD679334,PROD8695,today_prod8695,ELECTRONICS,4,276.27,1105.08,SKU-58729
ITM5871771,ORD221197,PROD3202,PLAN_PROD3202,Sports,1,48.41,48.41,SKU-76941
ITM3902146,ORD221197,PROD8698,movie_PROD8698,electronics,2,372.84,745.68,SKU-81528
ITM2541308,ORD221197,PROD5633,QUICKLY_PROD5633,Home & Garden,5,359.76,1798.8,SKU-19774
ITM9440339,ORD349739,PROD3069,THREAT_PROD3069,electronics,4,181.13,724.52,SKU-24417
ITM5540241,ORD940713,PROD9613,feel_PROD9613,Toys,2,282.38,564.76,SKU-38694
ITM5531450,ORD940713,PROD4439,forward_prod4439,electronics,5,120.34,601.7,SKU-79294
ITM7742662,ORD940713,PROD9804,lawyer_PROD9804,Toys,2,143.64,287.28,SKU-70404
ITM2863004,ORD145843,PROD6099,OFTEN_PROD6099,Toys,4,135.74,542.96,SKU-36488
ITM3079151,ORD145843,PROD9846,cultural_PROD9846,Sports,1,68.38,68.38,SKU-23517
ITM3433013,ORD145843,PROD2760,but_PROD2760,Clothing,3,468.9,1406.7,SKU-87215
ITM8579640,ORD788484,PROD8406,MONEY_PROD8406,Books,1,55.98,55.98,SKU-80846
ITM9948353,ORD788484,PROD7777,successful_PROD7777,Clothing,1,138.66,138.66,SKU-14286
ITM7685443,ORD788484,PROD4970,mean_prod4970,Books,2,231.54,463.08,SKU-75666
ITM5798292,ORD788484,PROD1614,performance_PROD1614,,1,38.58,38.58,SKU-87416
ITM9721009,ORD565087,PROD9487,art_PROD9487,,3,356.44,1069.32,SKU-64753
ITM7549845,ORD565087,PROD8245,MEETING_PROD8245,ELECTRONICS,5,292.82,1464.1,SKU-80449
ITM4266259,ORD565087,PROD7367,tv_prod7367,,1,353.52,353.52,SKU-15444
ITM9168817,ORD434347,PROD9741,let_prod9741,,5,407.51,2037.55,SKU-40739
ITM5082131,ORD434347,PROD9525,bed_PROD9525,Sports,1,58.52,58.52,SKU-46762
ITM1091626,ORD313442,PROD9308,NETWORK_PROD9308,ELECTRONICS,2,170.48,340.96,SKU-59609
ITM5374663,ORD313442,PROD7475,treatment_prod7475,Sports,4,129.86,519.44,SKU-35332
ITM3987058,ORD313442,PROD3368,evidence_prod3368,Toys,3,156.04,468.12,SKU-78238
ITM5830905,ORD313442,PROD9205,dark_prod9205,,5,413.11,2065.55,SKU-72803
ITM5812386,ORD860124,PROD3965,NOTICE_PROD3965,ELECTRONICS,1,268.92,268.92,SKU-38951
ITM8596083,ORD860124,PROD2541,change_prod2541,Clothing,3,426.14,1278.42,SKU-96432
ITM9619245,ORD860124,PROD1985,simply_PROD1985,Home & Garden,1,361.64,361.64,SKU-80181
ITM5970532,ORD860124,PROD1521,price_prod1521,Toys,5,386.13,1930.65,SKU-54122
ITM4920841,ORD860124,PROD8625,American_PROD8625,Electronics,3,59.01,177.03,SKU-21255
ITM6329513,ORD122323,PROD9904,personal_PROD9904,ELECTRONICS,1,7.72,7.72,SKU-95449
ITM1594960,ORD122323,PROD4783,central_PROD4783,Clothing,2,498.44,996.88,SKU-35002
ITM8783877,ORD122323,PROD9756,certainly_PROD9756,,1,271.03,271.03,SKU-46406
ITM3490071,ORD392649,PROD4781,clearly_prod4781,Electronics,5,184.22,921.1,SKU-86904
ITM4168506,ORD497753,PROD3871,SINCE_PROD3871,ELECTRONICS,1,355.26,355.26,SKU-49295
ITM5485638,ORD738309,PROD2985,particular_PROD2985,Electronics,2,194.83,389.66,SKU-51648
ITM9151794,ORD738309,PROD1896,attention_prod1896,Electronics,3,98.26,294.78,SKU-60083
ITM5599239,ORD457506,PROD2615,lawyer_PROD2615,,3,484.32,1452.96,SKU-32301
ITM5823042,ORD856334,PROD2846,IT_PROD2846,,2,435.12,870.24,SKU-20212
ITM1427977,ORD270444,PROD3083,whatever_PROD3083,electronics,2,439.64,879.28,SKU-85715
ITM3277420,ORD270444,PROD9851,shake_PROD9851,Home & Garden,3,419.49,1258.47,SKU-74868
ITM4916713,ORD189691,PROD6192,sense_prod6192,,1,54.44,54.44,SKU-22202
ITM1879240,ORD189691,PROD2382,book_PROD2382,ELECTRONICS,5,292.46,1462.3,SKU-10008
ITM6513410,ORD189691,PROD8854,politics_PROD8854,,5,499.99,2499.95,SKU-48443
ITM5140826,ORD381802,PROD6303,music_prod6303,electronics,1,311.42,311.42,SKU-84844
ITM8857165,ORD381802,PROD9803,LIGHT_PROD9803,electronics,1,124.57,124.57,SKU-95913
ITM2720320,ORD381802,PROD2769,LIGHT_PROD2769,electronics,3,461.14,1383.42,SKU-68441
ITM1869854,ORD381802,PROD2283,another_prod2283,,3,462.54,1387.62,SKU-13588
ITM7818796,ORD976609,PROD5298,BUILDING_PROD5298,Electronics,3,77.09,231.27,SKU-90760
ITM4161124,ORD976609,PROD3890,economic_PROD3890,,4,384.51,1538.04,SKU-89940
ITM8643891,ORD976609,PROD3143,serious_PROD3143,Electronics,3,366.15,1098.45,SKU-93579
ITM6291619,ORD976609,PROD7205,MUSIC_PROD7205,electronics,3,366.59,1099.77,SKU-65789
ITM8460444,ORD768722,PROD2175,SERIOUS_PROD2175,Home & Garden,2,404.79,809.58,SKU-12481
ITM2626058,ORD768722,PROD4740,more_PROD4740,Books,1,290.38,290.38,SKU-42515
ITM3769547,ORD561834,PROD6070,CULTURAL_PROD6070,Clothing,5,26.54,132.7,
ITM8135863,ORD561834,PROD9979,show_prod9979,electronics,5,277.79,1388.95,SKU-17961
ITM3289658,ORD343974,PROD3309,themselves_prod3309,Electronics,5,148.01,740.05,SKU-22101
ITM8190144,ORD343974,PROD7392,example_PROD7392,electronics,5,163.25,816.25,SKU-66596
ITM3181033,ORD849259,PROD3719,mention_PROD3719,,3,134.64,403.92,SKU-63408
ITM1220549,ORD849259,PROD5758,REPRESENT_PROD5758,ELECTRONICS,3,375.48,1126.44,SKU-81996
ITM2090215,ORD849259,PROD5639,PARTICIPANT_PROD5639,Sports,4,174.04,696.16,SKU-70429
ITM2612106,ORD849259,PROD8925,LOW_PROD8925,,2,89.28,178.56,SKU-41958
ITM4738242,ORD849259,PROD5433,modern_PROD5433,Electronics,3,274.49,823.47,SKU-28129
ITM8004427,ORD466718,PROD8433,during_PROD8433,Electronics,5,102.62,513.1,SKU-33108
ITM1838021,ORD466718,PROD9247,while_prod9247,Sports,3,26.43,79.29,SKU-90525
ITM9784464,ORD969414,PROD1159,FACTOR_PROD1159,Books,2,30.64,61.28,SKU-90754
ITM7116942,ORD527963,PROD2293,KID_PROD2293,Clothing,5,374.71,1873.55,SKU-55308
ITM1582758,ORD527963,PROD5113,ARRIVE_PROD5113,Home & Garden,3,498.31,1494.93,SKU-83832
ITM3350701,ORD527963,PROD1286,area_prod1286,,5,163.49,817.45,SKU-78983
ITM4535912,ORD527963,PROD2185,LOSS_PROD2185,Home & Garden,1,444.95,444.95,SKU-86502
ITM5931161,ORD405002,PROD5421,drive_PROD5421,,2,259.26,518.52,SKU-53916
ITM9404313,ORD405002,PROD8521,LINE_PROD8521,Sports,3,475.41,1426.23,SKU-10460
ITM5668182,ORD405002,PROD6255,science_prod6255,Toys,3,483.0,1449.0,SKU-98339
ITM7372604,ORD405002,PROD5670,MRS_PROD5670,ELECTRONICS,1,102.63,102.63,SKU-18322
ITM1224730,ORD405002,PROD6511,believe_PROD6511,electronics,5,177.13,885.65,SKU-76053
ITM5736888,ORD325306,PROD7244,discover_PROD7244,Sports,2,57.12,114.24,SKU-59283
ITM7194014,ORD181066,PROD7043,each_PROD7043,Electronics,4,316.31,1265.24,
ITM5956105,ORD181066,PROD4167,prove_PROD4167,electronics,2,427.19,854.38,SKU-48708
ITM1213074,ORD181066,PROD8511,KEEP_PROD8511,Sports,3,379.59,1138.77,SKU-22027
ITM5439871,ORD988767,PROD7388,film_PROD7388,,4,173.4,693.6,SKU-99056
ITM7427265,ORD988767,PROD3435,state_prod3435,electronics,3,435.71,1307.13,SKU-26063
ITM8102681,ORD988767,PROD6963,free_prod6963,Sports,4,376.87,1507.48,SKU-62095
ITM4567285,ORD304497,PROD4991,would_PROD4991,Toys,4,256.83,1027.32,SKU-17297
ITM8087171,ORD577963,PROD7697,PROCESS_PROD7697,ELECTRONICS,4,301.59,1206.36,SKU-86630
ITM7822907,ORD577963,PROD3528,DEBATE_PROD3528,ELECTRONICS,2,104.42,208.84,SKU-51360
ITM2400922,ORD577963,PROD6646,expect_prod6646,,4,265.77,1063.08,SKU-68193
ITM8505086,ORD183561,PROD5746,THROW_PROD5746,Clothing,1,111.83,111.83,SKU-17313
ITM2942338,ORD183561,PROD1871,unit_prod1871,Sports,4,471.84,1887.36,SKU-15914
ITM7168867,ORD340924,PROD4517,sport_PROD4517,Books,3,170.72,512.16,SKU-23083
ITM8184075,ORD340924,PROD6939,SELL_PROD6939,Electronics,3,443.83,1331.49,SKU-61480
ITM2830357,ORD340924,PROD9376,military_prod9376,Sports,3,279.34,838.02,
ITM9774746,ORD340924,PROD7077,south_PROD7077,Clothing,4,156.41,625.64,SKU-36568
ITM3834436,ORD340924,PROD5638,explain_PROD5638,ELECTRONICS,2,218.36,436.72,SKU-91482
ITM3377819,ORD734960,PROD2428,always_prod2428,Sports,4,196.7,786.8,SKU-40364
ITM1937396,ORD734960,PROD7190,may_prod7190,Toys,1,452.09,452.09,SKU-97329
ITM4276074,ORD763360,PROD7775,consumer_prod7775,Toys,3,209.01,627.03,SKU-63902
ITM6916216,ORD763360,PROD8693,above_PROD8693,ELECTRONICS,1,18.87,18.87,SKU-96407
ITM3133728,ORD902694,PROD4207,discussion_prod4207,Books,3,293.16,879.48,SKU-32845
ITM5473912,ORD902694,PROD5301,page_prod5301,,5,230.42,1152.1,SKU-34099
ITM8091495,ORD902694,PROD2578,walk_PROD2578,,3,319.98,959.94,SKU-54590
ITM9024903,ORD902694,PROD9402,WILL_PROD9402,Electronics,1,125.91,125.91,SKU-11645
ITM4709300,ORD823566,PROD4915,could_prod4915,Electronics,1,383.29,383.29,SKU-42564
ITM1675763,ORD823566,PROD9729,ALONE_PROD9729,Sports,3,270.1,810.3,SKU-84534
ITM7754452,ORD233644,PROD3994,SEA_PROD3994,Books,3,276.02,828.06,SKU-84973
ITM2450520,ORD233644,PROD2040,SENSE_PROD2040,,1,11.66,11.66,SKU-56986
ITM9856992,ORD857260,PROD7306,study_PROD7306,Home & Garden,2,329.69,659.38,SKU-48868
ITM5495106,ORD857260,PROD2600,NATIONAL_PROD2600,electronics,4,205.85,823.4,SKU-10468
ITM7666800,ORD403343,PROD4292,RATE_PROD4292,Sports,3,177.98,533.94,SKU-11687
ITM5877894,ORD403343,PROD9436,receive_prod9436,Toys,1,459.36,459.36,SKU-99121
ITM9770842,ORD259652,PROD8942,KITCHEN_PROD8942,Electronics,3,497.32,1491.96,SKU-87317
ITM5090725,ORD259652,PROD9219,AGAINST_PROD9219,,4,111.68,446.72,SKU-70090
ITM4857756,ORD633376,PROD6543,DECADE_PROD6543,Home & Garden,3,415.2,1245.6,SKU-80965
ITM1390471,ORD399113,PROD6602,power_PROD6602,electronics,4,105.11,420.44,SKU-88701
ITM6408698,ORD644352,PROD3166,be_prod3166,Toys,4,142.24,568.96,SKU-32339
ITM5950297,ORD644352,PROD7025,wear_PROD7025,Books,4,220.11,880.44,SKU-77747
ITM2405928,ORD644352,PROD7737,something_prod7737,Clothing,2,310.56,621.12,SKU-70377
ITM5065961,ORD610274,PROD4224,down_prod4224,Sports,2,282.14,564.28,SKU-42753
ITM7618118,ORD610274,PROD6462,meet_PROD6462,electronics,4,365.77,1463.08,SKU-14441
ITM5067111,ORD610274,PROD5431,apply_PROD5431,,2,425.12,850.24,SKU-52169
ITM7796744,ORD247852,PROD4017,attorney_PROD4017,Clothing,1,134.63,134.63,SKU-68566
ITM2483706,ORD247852,PROD3834,whose_prod3834,,1,164.73,164.73,SKU-19025
ITM4677591,ORD247852,PROD9762,GIRL_PROD9762,,-4,254.59,-1018.36,SKU-27447
ITM9575670,ORD106988,PROD8357,today_prod8357,Home & Garden,1,129.88,129.88,SKU-52905
ITM4913596,ORD106988,PROD2952,FALL_PROD2952,Electronics,1,321.42,321.42,SKU-11967
ITM7469859,ORD106988,PROD1666,matter_prod1666,Clothing,5,235.11,1175.55,SKU-52322
ITM4789586,ORD106988,PROD5550,economic_PROD5550,Sports,3,466.45,1399.35,SKU-24810
ITM7084852,ORD646196,PROD7974,ROAD_PROD7974,electronics,2,14.35,28.7,
ITM2320997,ORD646196,PROD4974,of_PROD4974,Clothing,2,94.01,188.02,SKU-75143
ITM3676594,ORD646196,PROD8000,include_PROD8000,,5,118.24,591.2,SKU-87941
ITM1708708,ORD646196,PROD4239,page_prod4239,ELECTRONICS,3,363.66,1090.98,
ITM3446165,ORD375834,PROD9316,us_PROD9316,Home & Garden,5,265.99,1329.95,SKU-82676
ITM6538054,ORD375834,PROD2633,SO_PROD2633,Clothing,1,265.07,265.07,SKU-19562
ITM2093788,ORD375834,PROD6119,usually_prod6119,,2,250.3,500.6,SKU-35436
ITM5435616,ORD862693,PROD7335,feeling_prod7335,Sports,4,485.77,1943.08,SKU-90706
ITM4485247,ORD862693,PROD1892,may_PROD1892,Clothing,1,108.34,108.34,SKU-69372
ITM9289884,ORD862693,PROD5761,PEOPLE_PROD5761,Books,4,138.03,552.12,
ITM9694184,ORD862693,PROD3737,which_prod3737,Books,3,20.16,60.48,SKU-43255
ITM3747684,ORD841143,PROD5026,least_prod5026,Home & Garden,3,271.97,815.91,SKU-16159
ITM5471170,ORD841143,PROD4824,PER_PROD4824,Toys,5,389.19,1945.95,SKU-87392
ITM5429016,ORD841143,PROD9370,dinner_PROD9370,,5,8.26,41.3,SKU-65780
ITM1831016,ORD299647,PROD9776,FLY_PROD9776,Clothing,1,237.02,237.02,SKU-40059
ITM7051337,ORD243523,PROD7157,customer_PROD7157,Electronics,4,477.72,1910.88,SKU-43045
ITM4043007,ORD243523,PROD8849,take_prod8849,Books,1,123.64,123.64,SKU-78885
ITM6029984,ORD243523,PROD4228,step_PROD4228,Books,2,259.39,518.78,SKU-63869
ITM4880701,ORD243523,PROD5125,PLANT_PROD5125,Sports,4,317.1,1268.4,SKU-15337
ITM5323164,ORD243523,PROD8275,FIGURE_PROD8275,Home & Garden,5,316.94,1584.7,SKU-27188
ITM3877641,ORD869194,PROD7072,century_PROD7072,Home & Garden,5,134.73,673.65,SKU-83194
ITM8518469,ORD869194,PROD5241,DIFFERENCE_PROD5241,,3,52.87,158.61,SKU-15207
ITM6814423,ORD555416,PROD9540,FACTOR_PROD9540,Home & Garden,4,262.67,1050.68,SKU-18587
ITM5690852,ORD555416,PROD2356,around_prod2356,electronics,4,251.57,1006.28,SKU-82307
ITM8592909,ORD555416,PROD6115,actually_PROD6115,ELECTRONICS,1,203.57,203.57,SKU-33363
ITM5640240,ORD761679,PROD7928,win_prod7928,Toys,2,20.78,41.56,SKU-64334
ITM6653954,ORD761679,PROD4812,message_prod4812,Toys,3,194.86,584.58,SKU-65905
ITM1471776,ORD761679,PROD4586,FOCUS_PROD4586,ELECTRONICS,2,60.05,120.1,SKU-83625
ITM8205785,ORD761679,PROD2344,ASK_PROD2344,,3,243.83,731.49,SKU-49113
ITM5454368,ORD406305,PROD2659,AHEAD_PROD2659,Sports,5,37.83,189.15,SKU-30798
ITM9067436,ORD406305,PROD7864,RECENTLY_PROD7864,,2,459.31,918.62,SKU-76983
ITM3412542,ORD329565,PROD4595,face_prod4595,Electronics,4,189.99,759.96,SKU-35864
ITM4789433,ORD329565,PROD9349,brother_PROD9349,ELECTRONICS,1,355.51,355.51,SKU-34047
ITM3162518,ORD329565,PROD5467,almost_prod5467,,2,379.1,758.2,SKU-22828
ITM2721670,ORD329565,PROD7979,SPEND_PROD7979,,2,198.32,396.64,SKU-68487
ITM2084534,ORD329565,PROD9249,region_prod9249,Toys,3,137.86,413.58,SKU-25624
ITM7439684,ORD329565,PROD4318,realize_PROD4318,,1,309.65,309.65,SKU-62632
ITM3387861,ORD794595,PROD8612,catch_PROD8612,electronics,5,440.84,2204.2,SKU-85201
ITM2098753,ORD794595,PROD3699,REQUIRE_PROD3699,Home & Garden,5,358.89,1794.45,
ITM3191159,ORD794595,PROD8105,oil_PROD8105,Books,1,444.02,444.02,SKU-81064
ITM8794006,ORD911264,PROD5621,BAD_PROD5621,Books,2,156.17,312.34,SKU-81904
ITM5868417,ORD911264,PROD3607,TRIP_PROD3607,Home & Garden,1,381.86,381.86,SKU-33486
ITM9450813,ORD911264,PROD9116,production_prod9116,Toys,4,336.52,1346.08,SKU-78253
ITM7867409,ORD911264,PROD7701,tree_prod7701,Clothing,5,159.38,796.9,SKU-27053
ITM6145293,ORD380938,PROD2427,past_PROD2427,Clothing,2,105.38,210.76,SKU-61807
ITM6084105,ORD380938,PROD1850,environmental_prod1850,Home & Garden,5,319.63,1598.15,SKU-17883
ITM3446751,ORD531204,PROD1391,hotel_PROD1391,Books,5,399.14,1995.7,SKU-24306
ITM3144013,ORD531204,PROD2524,kid_prod2524,Home & Garden,3,335.68,1007.04,SKU-79570
ITM3737590,ORD423496,PROD8097,particularly_prod8097,ELECTRONICS,1,11.24,11.24,SKU-76915
ITM8505394,ORD423496,PROD1448,board_PROD1448,Home & Garden,1,28.59,28.59,SKU-58839
ITM3553325,ORD235492,PROD2076,far_PROD2076,Home & Garden,2,179.61,359.22,SKU-70438
ITM7959946,ORD235492,PROD3511,difficult_PROD3511,Sports,5,362.97,1814.85,SKU-55918
